"pmid","cited","c"
36429142,19888561,55
36429142,24048866,14
36429142,24471485,20
36429142,25573938,6
36429142,27161758,27
36429142,28064120,92
36429142,28970223,89
36429142,29660763,45
36429142,33598183,38
36429142,34262710,10
36429142,34914571,5
36429142,35275413,17
36430144,23483307,148
36430144,26939622,37
36430144,27379055,468
36430144,27497913,220
36430144,27793434,462
36430144,27906427,189
36430144,28035935,180
36430144,28129947,130
36430144,28176819,484
36430144,28195358,491
36430144,28536926,228
36430144,30007242,135
36430144,30576008,181
36430144,30614568,122
36430144,30659181,231
36430144,30933725,30
36430144,31236617,29
36430144,31327219,75
36430144,31383855,211
36430144,31413350,77
36430144,31474930,49
36430144,35103734,9
36430144,35684340,17
36430144,35965446,2
36430144,36093709,3
36431083,23705685,37
36431083,26887645,54
36431083,28682439,15
36431083,29303471,86
36431083,29786252,2
36431094,25858181,75
36431094,27334116,62
36431094,33565952,1
36432407,20720255,69
36432407,24512975,54
36432407,26052830,16
36432407,29071792,15
36432407,30771403,15
36432407,30923368,12
36432407,32141229,34
36432407,32219418,16
36432407,32548966,7
36432407,33354343,5
36432407,33554425,54
36432438,24264766,59
36432438,27232559,11
36432438,33240157,28
36432596,22223576,15
36432596,23945718,97
36432596,26934390,14
36432596,29162048,15
36432596,33612135,16
36432596,34172040,10
36432622,21607947,106
36432622,29663376,21
36432622,33433946,9553
36434126,22256334,13
36434126,23133306,18
36434126,23407467,13
36434126,24023807,93
36434126,33208512,11
36434683,20614457,96
36434683,24338345,344
36434683,25081580,391
36434683,25413154,753
36434683,30337471,13
36437665,23386578,69
36437665,25815523,30
36437665,26639560,114
36437665,26731790,61
36437665,29118034,111
36437665,29137207,14
36437665,29797193,21
36437809,26600793,46
36437809,31597552,57
36437809,33464334,248
36440005,22969250,20
36440005,23681066,263
36440005,30103305,6
36440005,31014181,20
36440018,22956633,25
36440018,25980706,19
36440018,27956043,121
36440018,29232703,81
36440018,31252159,9
36440018,31379218,21
36440018,31747080,12
36440018,31787026,42
36440018,33245286,36
36440018,34322529,7
36440018,34458905,1469
36440018,34559058,10
36440413,21158520,40
36440413,26158918,58
36440413,28655135,36
36440413,31409559,29
36440413,31799368,43
36440413,34318524,16
36440413,34393860,13
36440471,20580379,25
36440471,20822231,233
36440471,21909934,50
36440471,21942667,260
36440471,22522204,23
36440471,23020641,4534
36440471,25124507,81
36440471,25124698,19
36440471,26054725,11
36440471,26637947,26
36440471,27015671,10
36440471,28707504,2
36440471,28715669,35
36440471,35204002,5
36441812,20207857,151
36441812,23478577,25
36441812,25947985,20
36441812,26055741,15
36441812,29078126,8
36441812,29099844,202
36441812,30864670,11
36441812,31790119,7
36441812,32580611,3
36441812,33091013,13
36441812,33259753,1
36442208,20669310,19
36442208,21054827,17
36442208,21735482,21
36442208,26318964,24
36442208,30155737,27
36443187,28619239,16
36443187,30052651,25
36443187,31485283,11
36443187,32563585,5
36444105,28126032,1074
36444105,28475738,17
36444105,29219087,20
36444105,30732663,1
36444105,30782230,9
36444105,31888575,29
36445229,26811838,99
36445229,30619862,106
36445229,32040163,192
36445229,33672792,8
36445229,34391743,25
36447171,21471947,12
36447171,25170873,18
36447171,35847656,1
36447978,23373843,15
36447978,28445436,26
36447978,29065496,885
36447978,33374979,18
36451118,28432854,10
36451118,28805954,32
36451204,25108880,88
36451204,25216547,42
36451204,27769709,39
36451204,33132425,4
36451204,33549035,56
36451204,35581121,5
36451723,27450407,20
36451723,27502796,5
36452298,21980764,12
36452298,24640857,12
36452298,28497227,21
36452298,28856450,6
36452298,30413878,8
36452298,30767889,33
36452298,31014492,28
36452298,32160657,15
36452298,35369577,2
36452391,21411229,123
36452391,22101178,68
36452391,26462618,38
36452391,27856395,258
36452391,28521127,144
36452391,29540863,104
36452391,30407136,9
36452391,30869982,12
36452391,31698111,29
36452391,33609737,5
36452391,33875023,22
36452391,36045119,2
36454790,24126387,569
36454790,29310138,62
36454790,31266451,158
36454790,31373653,201
36454790,33691824,4
36456959,28097303,263
36456959,35662496,11
36458165,20359375,31
36458165,21299915,27
36458165,25601808,15
36458165,26526240,759
36458165,26813700,7
36458165,29888435,4
36458165,31850265,3
36458165,32133091,6
36458165,32869659,7
36458165,34062823,2
36461001,23049708,54
36461001,29974412,9
36461001,30993957,6
36461001,31450917,12
36461001,31646975,20
36461277,19462428,164
36461277,20126654,75
36461277,21397503,36
36461277,21468064,575
36461277,22945510,60
36461277,24444957,39
36461277,24936299,20
36461277,25351805,42
36461277,26154278,286
36461277,26901838,59
36461277,27294954,139
36461277,30200502,164
36461277,30245183,24
36461277,31677711,16
36461277,32537742,11
36461277,34502470,3
36465296,27128666,29
36465296,27486153,153
36465296,29044137,59
36465296,32922579,2
36465313,22294088,155
36465313,22805604,62
36465313,22982282,31
36465313,23063237,53
36465313,23784481,56
36465313,27000301,14
36465313,28440813,107
36465313,30747971,244
36465313,33162848,43
36465313,35174863,18
36465720,24850108,12
36465720,24850111,47
36465720,24850113,47
36465720,26208232,430
36465720,29871373,9
36465720,30508997,5
36465720,32942785,12
36465720,32967386,2
36465720,33647493,2
36465720,34554683,7
36466384,21310082,82
36466384,23945409,46
36466384,31424030,3
36466384,34160843,48
36466384,34308318,10
36466384,34371798,2
36466384,35276926,5
36466486,29950169,11
36466486,31710794,12
36466486,32392262,461
36466486,32969531,124
36467113,24923724,34
36467113,25538199,99
36467113,30725121,10
36467113,31401563,50
36467113,32299532,16
36467113,33502563,31
36467113,33784521,2
36467113,34649380,11
36467691,28064346,47
36467691,28966091,33
36467691,33994980,5
36467691,35109909,4
36467775,21663516,10
36467775,22686298,104
36467775,25972077,308
36467775,25974299,593
36467775,28131097,26
36467775,29141444,19
36467775,29401400,42
36467775,29615752,23
36467775,32604820,17
36467775,33837233,6
36467775,34169316,16
36468514,24964432,8
36468514,27321172,26
36468514,28508281,42
36468514,30690283,7
36468514,30887380,13
36468514,31910492,14
36468514,32020267,4
36469546,25487039,17
36469546,28257642,172
36469546,35310083,1
36471327,31263461,55
36471327,32418446,748
36471327,32966765,543
36471327,33010854,20
36471327,33066459,48
36471327,33190340,17
36471327,33493353,15
36471327,34696451,13
36473010,33053279,1616
36473010,34289274,1750
36473010,34417165,190
36473010,34437517,97
36473053,25520913,16
36473053,25904965,8
36473053,27648185,10
36473053,30063596,57
36473053,30322452,35
36474707,21185667,40
36474707,24857648,508
36474707,25834669,15
36474707,26747219,49
36474707,29675722,9
36474707,32853499,712
36476206,25792630,525
36476206,26515679,123
36476206,30295760,21
36476206,33986067,6
36476232,21902820,310
36476232,23265225,14
36476232,24147878,24
36476232,24149770,46
36476232,24345592,170
36476232,25425133,24
36476232,25466723,60
36476232,26477010,1
36476232,26915603,10
36476232,27013106,16
36476232,28480197,414
36476232,31375726,13
36476232,31851800,783
36476232,33423181,12
36480350,27351140,18
36480350,27913000,120
36480350,29219922,84
36481034,20069478,10
36481034,24352592,39
36481034,30555104,4
36482486,20080649,171
36482486,20107182,96
36482486,22622349,147
36482486,25432777,654
36482486,25758642,741
36482486,25893595,239
36482486,27231166,66
36482486,29644214,705
36482486,30356187,846
36482486,30416033,107
36482486,30674011,27
36482486,30705439,666
36482486,30870437,18
36482486,30904962,40
36482486,32133670,44
36482597,22958960,2175
36482597,26062085,662
36482597,26477701,863
36482597,30700139,4909
36483107,32584956,13
36483107,33205450,163
36483107,33428867,2371
36483107,33517510,11
36483107,34319569,115
36483107,35124265,138
36483107,35207171,15
36483107,35881153,4
36494700,21146207,1177
36494700,24883183,45
36494700,30054786,22
36494700,32297849,51
36494700,34192258,36
36494700,34430842,7
36494700,36223613,3
36494711,21238815,177
36494711,25369448,33
36494711,31358716,10
36494711,32647469,18
36494711,33981393,11
36494711,34400199,11
36494830,20587585,570
36494830,26379095,303
36494830,28584075,30
36494830,29159870,15
36494830,32232090,30
36494830,33339173,13
36494845,23819529,34
36494845,28126032,1074
36494845,28335799,259
36494845,33796074,6
36496473,25130998,325
36496473,25605838,164
36496473,28289045,37
36496473,32256583,14
36496473,33095682,63
36496473,33433946,9553
36497314,20713583,89
36497314,21641570,56
36497314,22067716,134
36497314,24284871,289
36497314,25806095,15
36497314,26892973,579
36497314,27054925,61
36497314,27935083,23
36497314,28618723,3
36497314,28822557,25
36497314,30020253,17
36497314,30176360,17
36497314,34672090,18
36497314,34962692,2
36497480,20177025,469
36497480,26381303,28
36497480,28823862,812
36497480,29037469,58
36497480,31316913,37
36497480,31445040,98
36497480,32088490,44
36497480,32395530,20
36497480,33519142,15
36497480,33549586,6
36497480,33718154,12
36497480,35189088,9
36497561,28463150,21
36497561,29145574,20
36497561,31492501,311
36498007,35062762,12
36498007,35304596,58
36498007,35648413,49
36498007,35981769,26
36498174,25812825,30
36498174,32503649,9
36498174,34816613,12
36498362,23536382,70
36498362,24412399,810
36498362,28027952,128
36498362,29354681,25
36498362,33785434,5
36498362,34140904,42
36498362,34170056,3
36498428,23168533,40
36498428,23772013,14
36498428,27117324,59
36498428,31254102,12
36498428,31454933,36
36498428,31581630,16
36498428,32438154,24
36498428,33003149,40
36498551,20471039,184
36498551,28289496,51
36498551,30037729,19
36498551,32949609,10
36498551,33334946,177
36498551,33465538,11
36498551,35433363,5
36498581,22819144,827
36498581,22819185,46
36498581,23633633,2
36498581,23949900,5
36498581,24020703,5
36498581,25180540,5
36498581,27020212,7
36498581,31149490,4
36498581,31566037,1
36498581,31966902,2
36498581,33154321,1
36498581,34211694,1
36498600,28372964,55
36498600,29996981,8
36498782,20496526,32
36498782,23241407,73
36498782,23483952,12
36498782,25816081,69
36498782,28017742,18
36498782,28871312,58
36498782,28955512,6
36498782,29873271,47
36498782,31537516,11
36498782,31731545,33
36498782,32552404,51
36498782,33675084,30
36498782,33973031,3
36498782,35022303,6
36499520,28261223,52
36499520,32199194,31
36499573,22925400,50
36499573,24355497,329
36499573,25229569,27
36499573,25440440,193
36499573,30076633,2
36499573,30117141,16
36499573,30306395,39
36499573,31261440,10
36499573,32031713,23
36499573,33008659,6
36499573,33898700,13
36499573,34037678,54
36499573,34638803,9
36501007,23032991,291
36501007,29482339,30
36501007,30174193,21
36501007,30899393,29
36501007,31388884,34
36501007,31973130,36
36501007,32915360,17
36501010,21305447,54
36501010,22313739,63
36501010,23550785,61
36501010,27644633,14
36501010,31519467,31
36501015,20565526,74
36501015,21073486,157
36501015,23230858,23
36501015,24364537,25
36501015,24650824,20
36501015,25268401,34
36501015,26463015,13
36501015,29379310,10
36501015,29417616,27
36501015,30557149,76
36501015,35981488,2
36501224,19783464,50
36501224,22081122,79
36501224,23175195,25
36501224,23182312,29
36501224,23228187,34
36501224,29914840,57
36501224,30210731,4
36501224,32365092,11
36502342,26289955,80
36502342,28211822,19
36502342,28222558,37
36502342,30418882,8
36502342,33895428,12
36502342,33947828,24
36503991,24439063,65
36503991,24768525,166
36503991,25044305,23
36503991,25964811,18
36503991,26188927,10
36503991,30078636,8
36503991,31009238,94
36503991,31141424,2
36503991,31141436,8
36503991,31770661,4
36503991,32430036,12
36503991,32504959,10
36503991,32977911,15
36503991,34418582,7
36503991,34803639,5
36503991,35136682,6
36504244,27398897,175
36504244,30117789,40
36504244,31281174,34
36504244,33453708,7
36504244,33862592,8
36504244,33982116,14
36504244,34030076,10
36504539,21285797,30
36504539,27288304,11
36504539,30188195,14
36504701,23769835,14
36504701,24415457,44
36504701,28283020,57
36504701,28716109,33
36504701,29020310,47
36504701,30880638,15
36504701,32710497,6
36505095,24693796,27
36505095,26067590,8
36505095,26519494,10
36505095,26942113,7
36505095,29284995,8
36505095,29874980,4
36505095,31288626,6
36505095,33800193,17
36505855,25452895,22
36505855,26883563,48
36505855,27097665,11
36505855,32147017,11
36505855,33253819,9
36505883,24053715,49
36505883,26027955,39
36505883,32360052,817
36506009,24964647,10
36506009,25595816,17
36506009,25722018,26
36506009,26688100,22
36506009,28043388,17
36506009,31452154,13
36506009,33383150,8
36506528,23172752,50
36506528,29037516,24
36506528,30576798,24
36506528,30877207,11
36506621,23402501,148
36506621,25297855,8
36506621,26155589,4
36506621,26666992,6
36506621,28274034,13
36506621,30135847,39
36506621,30488449,82
36506621,32034789,14
36506621,33414827,4
36506621,34257170,1
36508135,20415618,39
36508135,20693733,490
36508135,20974906,79
36508135,21614729,34
36508135,22246660,60
36508135,22762449,74
36508135,23269112,7
36508135,23448079,24
36508135,24261698,23
36508135,26267453,19
36508135,27387121,21
36508135,28793835,12
36508135,29121408,15
36508135,29134297,7
36508135,30073158,30
36508135,31364960,3
36508135,31489717,6
36508135,32043561,14
36508135,32546076,39
36508135,33148733,40
36508135,33431548,50
36513078,25182041,13
36513078,33239354,24
36513078,34706342,4
36513586,21700642,45
36513586,25888584,106
36513586,26516483,40
36513586,29314454,32
36513586,29368949,4348
36513586,29527677,262
36513586,31686897,2
36513586,33019405,4
36513586,34216075,10
36513586,35041587,6
36514582,19859695,346
36514582,29537877,23
36514582,32189573,4
36514582,32870043,2
36514582,32880194,8
36514582,33423507,10
36514582,35065640,2
36515983,26395972,93
36515983,30967483,670
36515983,32348284,43
36517048,33694034,15
36517048,35891622,9
36517048,35977760,4
36517555,26474112,131
36517555,32882246,31
36517555,33193951,8
36517555,33425957,36
36517555,34088333,2
36518324,28506965,218
36518324,31973924,16
36518324,32083731,28
36518629,27327774,18
36518629,30965556,10
36518629,31675918,41
36518629,33083485,3
36518821,21751253,23
36518821,23848107,13
36518821,28603928,65
36518821,28611659,33
36518877,21228739,11
36518877,23350638,70
36518877,28195891,10
36520524,22429974,4
36520524,23978956,17
36520524,26267076,15
36520524,26930238,18
36520524,31409636,10
36520524,31870420,9
36520847,26879360,13
36520847,27333261,21
36522687,21696585,142
36522687,24513589,28
36522687,25958128,147
36522687,29747651,234
36522687,34057186,4
36522687,35141761,19
36523226,20839496,109
36523226,24988414,136
36523226,28608523,18
36523226,31986264,26064
36523226,32489935,13
36523226,32674819,327
36523226,34319569,115
36523226,35575986,12
36527215,30325940,16
36527215,30797907,56
36527215,31158548,34
36527215,32429015,16
36527215,32768656,10
36527356,24606478,8
36527356,26808342,12775
36527356,29653628,683
36527356,31080234,199
36527356,31316913,37
36527356,32615118,196
36527356,32861308,1483
36527356,34158737,39
36528586,20052714,104
36528586,26181090,35
36528586,29768110,74
36528586,30385358,7
36528586,32940362,468
36529740,20676791,38
36529740,23900654,20
36529740,35448953,1
36529740,36121654,2
36530194,24387935,81
36530194,33057039,26
36530685,25346039,33
36530685,27153496,501
36530685,27860065,31
36530685,29238327,46
36530685,29340898,10
36530685,29417924,2
36530685,30532565,403
36530685,31555629,11
36530685,32623052,1
36530731,19745744,83
36530731,20385254,391
36530731,23199095,55
36530731,26461181,279
36530731,29126178,19
36530731,31270740,37
36530731,34634515,3
36530765,22866061,69
36530765,23231534,310
36530765,28392772,13
36530765,29334821,15
36530765,30024180,9
36530765,30223717,4
36530765,32294105,19
36531163,23675746,41
36531163,33303848,8
36531472,23974777,51
36531472,27876515,15
36531472,30368276,5
36531472,31025266,10
36531472,35371349,1
36532039,25797649,26
36532039,26620690,10
36532039,27363504,3
36532039,29148410,9
36532039,29221136,10
36532039,29398124,94
36532039,30558548,10
36532039,30584776,10
36532039,32314641,5
36532039,32375861,48
36532039,32757989,2
36532039,33679701,16
36532039,34344401,6
36533987,22727733,618
36533987,24626461,22
36533987,29875066,1514
36533987,29970455,174
36533987,31314948,54
36533987,31756926,28
36533987,33396833,14
36533987,34777372,19
36533987,35633441,2
36533987,35739268,102
36535728,26352694,255
36535728,29643155,21
36535728,30647402,14
36535728,35003308,6
36535728,35454326,3
36536413,33414495,1905
36536413,33790395,4
36536413,33796821,6
36536413,34059739,12
36536413,34519596,12
36536586,24148815,49
36536586,25921188,23
36536586,26644345,84
36536586,27042589,17
36536586,28587094,42
36536586,31404361,55
36540102,24303065,39
36540102,24528606,18
36540102,28228284,85
36540102,32407115,10
36540102,35172056,18
36543901,30392712,28
36543901,32424596,154
36543901,32510603,60
36543901,33052737,17
36543901,33937821,345
36545305,25255113,20
36545305,25355620,16
36545305,32168991,2
36545341,22078883,627
36545341,27682087,25
36545341,31530585,25
36545341,31797434,21
36545341,35280499,19
36546911,25095313,32
36546911,29767382,13
36546911,31246084,5
36546911,33074597,7
36546911,33854725,17
36546911,34546296,100
36547459,20404258,262
36547459,24425117,58
36547459,27418830,6
36547459,27529786,23
36547459,29892706,14
36547510,21942667,260
36547510,22233090,254
36547510,22352812,422
36547510,26435760,13
36547510,27981100,12
36547510,32744584,1
36548249,26960962,51
36548249,27039053,150
36548249,28968397,25
36548249,29564152,19
36548249,29596497,27
36548249,29724216,22
36548249,31412825,37
36549729,22393128,258
36549729,24103089,135
36549729,28801932,350
36549729,29684579,20
36550439,26802106,16
36550439,28808506,25
36550439,33444179,7
36550954,23367429,6
36550954,27825038,30
36550954,28545937,647
36550954,28836045,66
36550954,29956688,62
36550954,31593701,208
36550954,33407169,26
36550954,36137316,15
36550996,20735200,35
36550996,25642090,20
36550996,31169736,269
36550996,31179823,22
36550996,31502387,7
36550996,31569505,8
36550996,33352605,5
36550996,34640713,1
36550996,35656779,1
36551100,23986024,59
36551100,26719088,121
36551100,29409401,24
36551100,30700139,4909
36551100,36290910,3
36552018,19637106,11
36552018,25338011,7
36552018,25491755,53
36552018,27620916,29
36552018,30102606,14
36552018,33345868,18
36552018,34372741,10
36552018,35283090,10
36552172,20339531,38
36552172,30743197,5
36552172,31836914,2
36552172,32218535,36
36552172,32549742,17
36552172,33429207,4
36552193,21884320,176
36552193,22034850,58
36552193,22172477,202
36552193,23020641,4534
36552193,25725192,38
36552193,25762970,14
36552193,27014155,75
36552193,28441325,23
36552193,30811274,9
36552193,33446798,89
36552193,34299994,5
36552193,35292978,2
36552276,21560117,107
36552276,22021864,134
36552276,22157278,9
36552276,22984269,31
36552276,26044574,34
36552276,28628344,29
36552276,29530330,14
36552276,30167431,34
36552276,30844550,31
36552276,31497774,3
36552276,32479166,92
36552276,32830174,6
36552276,34673983,1
36552276,34698818,3
36552276,34780104,1
36552276,35186331,1
36552276,35550327,2
36552276,35768225,4
36552829,21652697,345
36552829,32522500,3
36552829,34979702,1
36552961,20620709,232
36552961,21057973,15
36552961,21792469,46
36552961,21810688,289
36552961,22129887,72
36552961,22520016,205
36552961,22640829,15
36552961,23108952,52
36552961,24344060,26
36552961,25944796,19
36552961,26068189,7
36552961,27022039,182
36552961,27375038,403
36552961,30718072,156
36552961,30720091,8
36552961,30973790,104
36552961,32057213,3
36552961,34021664,11
36552961,34499874,31
36552961,34592180,22
36552961,35128571,12
36553009,20580145,114
36553009,28059621,54
36553009,28325604,47
36553009,33743615,9
36553262,30879752,33
36553262,31523703,5
36553262,33027050,10
36553262,33459000,1
36553262,34209221,10
36553335,22573257,31
36553335,25633607,18
36553335,26872895,167
36553335,28601942,38
36553335,29881201,26
36553335,30854403,25
36553335,32449382,11
36556004,25264670,145
36556004,25413154,753
36556004,26191475,23
36556004,26302881,126
36556004,28970190,10
36556004,32473556,15
36556031,27316439,42
36556031,28162877,31
36556137,28733271,206
36556137,32330304,103
36556137,32814976,59
36556137,35651892,15
36557307,32062353,130
36557307,32438689,656
36557307,32731505,23
36557307,32841736,78
36557307,32986965,36
36557307,33537709,17
36557307,33605000,388
36557307,33784394,17
36557307,34212778,42
36557307,36009566,7
36557565,27090518,87
36557565,28446909,35
36557565,28743816,51
36557565,29207239,24
36557565,30938752,75
36557565,32054068,37
36557565,32691256,16
36557565,35337731,11
36557593,20431617,34
36557593,22865078,57
36557593,23363627,138
36557593,26892921,40
36557593,29404208,21
36557593,30301849,55
36557593,30518125,40
36557593,30952994,67
36557593,31568517,5
36557593,32548850,73
36557593,33321044,59
36557593,33583433,15
36557593,33910503,20
36558422,29570147,74
36558422,29777041,189
36558422,30221149,34
36558422,30342031,47
36558422,31797471,4
36558422,32627898,8
36558422,33207993,7
36558422,33322060,13
36558994,23089745,159
36558994,23149338,53
36558994,24651300,52
36558994,26853108,34
36558994,28623084,232
36558994,33441916,7
36559233,20166154,191
36559233,22033354,21
36559233,22488603,6
36559233,25949020,47
36559233,29379308,23
36559233,30365461,22
36559233,32272521,8
36559233,32419540,6
36559233,32485049,10
36559233,33002270,9
36559233,33337732,5
36559233,34336906,5
36559233,34791789,3
36559233,35976634,2
36561305,21325651,2903
36561305,21666264,215
36561305,22827556,6
36561305,24606031,5
36561305,24711802,6
36561305,25309017,38
36561305,29392464,117
36561305,35686225,4
36561644,20731023,17
36561644,21247734,1756
36561644,24215915,94
36561644,34062143,423
36561871,20560748,88
36561871,32871686,62
36561871,33368805,109
36561871,33393724,52
36561871,33547666,38
36561871,34153496,14
36561871,34187614,22
36561871,34967250,7
36561871,34976149,17
36561871,35052258,7
36562494,26073974,78
36562494,28242767,185
36562494,30616584,91
36562494,31437930,6
36562494,32381116,6
36562494,34426802,88
36562905,23813741,26
36562905,24366653,17
36562905,24911172,66
36562905,26069261,79
36562905,27190767,17
36562905,31197472,12
36562905,31259263,8
36562905,31518984,11
36562905,32607744,10
36566193,22854954,77
36566193,23247737,80
36566193,27718137,232
36566193,30386984,44
36566193,32060757,1061
36566193,32534587,12
36566193,32815991,88
36566193,34581617,67
36569309,20223370,125
36569309,21774709,564
36569309,27108032,9
36569309,30700294,8
36569309,33736825,71
36569309,33947208,12
36569311,30448290,260
36569311,31180030,238
36569311,31354242,13
36569311,32146743,20
36569311,35596922,4
36570452,21996273,48
36570452,23588677,11
36570452,25321888,89
36570452,28100765,58
36570452,28862109,13
36570452,30107022,38
36570528,22314772,112
36570528,28536926,228
36570528,29293439,11
36570528,30576008,181
36570528,31248424,209
36570528,31281287,47
36570528,32041265,47
36570528,32247371,58
36572889,20171303,6909
36572889,25841285,102
36572889,25928227,202
36572889,26930239,10
36572889,30121310,32
36572889,36572889,3
36574040,25004285,15
36574040,26189085,26
36574438,21106645,64
36574438,25609324,21
36574438,27745684,311
36574438,28854916,42
36574438,29188913,11
36574438,31022746,18
36574438,31375610,84
36574438,33328258,57
36574438,33597262,33
36574438,33733203,39
36574438,33933665,4
36578856,25202720,9
36578856,27696311,65
36578856,33378478,7
36578856,35198339,5
36578856,35796046,9
36579200,24657242,357
36579200,25128668,67
36579200,25736184,48
36579200,30458856,92
36579200,30786890,50
36579200,32041347,10
36589715,24110942,14
36589715,29960017,12
36589715,31102289,32
36590230,20010119,56
36590230,23928499,182
36590230,25100341,60
36590230,25606815,49
36590230,25889822,122
36590230,26888417,8
36590230,26941278,63
36590230,27259333,196
36590230,29786633,28
36590230,32661771,42
36590230,32735111,43
36590230,32928447,53
36590230,33808079,8
36590230,35388722,2
36590429,21133405,195
36590429,23428545,32
36590429,24610857,166
36590429,24637798,38
36590429,25482914,675
36590429,25500508,689
36590429,25534811,479
36590429,26421131,9
36590429,29033338,344
36590429,29276051,2633
36590429,29625977,13
36590429,29767712,47
36590429,30850636,390
36590429,31138439,10
36590429,31479900,220
36590429,32752276,16
36590429,33441405,17
36590429,33500192,17
36590429,33618114,17
36590429,34063910,13
36590429,34149662,7
36590429,34748849,15
36600363,25014441,28
36600363,26662940,10
36600363,27720202,22
36600363,30713838,12
36600363,32304856,4
36600363,32497659,20
36600363,33334417,8
36600363,33875286,8
36600363,34053283,6
36600363,34172359,3
36600940,26416116,42
36600940,30775015,111
36600940,34030376,15
36601000,20186517,15
36601000,22117786,11
36601000,22320285,3
36601000,26082577,17
36601000,27880873,38
36601000,28889345,6
36601000,33002679,13
36601000,33312476,4
36601000,33413333,5
36605087,25679228,117
36605087,26744309,333
36605087,28352470,22
36605424,26857383,389
36605424,33605000,388
36609119,22192231,132
36609119,26179119,40
36609119,26926581,179
36609119,31315940,9
36609119,33708141,8
36611403,32152582,31
36611403,33083788,13
36611403,33176294,68
36611403,34676061,2
36611403,35184323,2
36611471,20050735,75
36611471,22066915,9
36611471,23316397,9
36611471,25742795,47
36611492,31009046,122
36611492,33279949,87
36611492,34585215,24
36611492,34880449,24
36612942,30654753,21
36612942,32049259,3
36613373,21664534,23
36613373,22488057,6
36613373,23726196,28
36613373,24610841,19
36613373,28648298,23
36613373,31869255,6
36613373,33233092,16
36614862,22649143,128
36614862,23582949,53
36614862,28734552,209
36614862,29987364,74
36614862,30306538,22
36614862,30937292,34
36614949,22431013,10
36614949,23159118,3
36614949,26101301,5
36614949,26163056,120
36614949,29368315,9
36614949,29849370,3
36614949,30571908,5
36615001,23367525,12
36615001,28715533,52
36615001,31637291,14
36615001,34432065,3
36615001,34945068,8
36615006,21238699,7
36615006,21333604,623
36615006,23969794,9
36615006,28595292,26
36615006,30002139,8
36615006,31477202,26
36615006,34179975,4
36615102,20624701,25
36615102,27016365,18
36615102,30092877,13
36615102,31479448,62
36615102,32594210,25
36615102,32908660,10
36615102,34924433,4
36615118,22253914,26
36615118,24850384,342
36615118,26830498,6
36615118,29883404,85
36615118,30399375,296
36615118,32119806,12
36615817,21234859,24
36615817,24012626,147
36615817,25336990,293
36615817,26262712,14
36615817,26444994,397
36615817,31336536,20
36615817,35388031,9
36615817,35445622,2
36618606,20347863,53
36618606,21626544,106
36618606,24821648,165
36618606,34104218,13
36618747,20105419,24
36618747,21372367,5
36618747,23970581,4
36618747,24309865,16
36618747,24494109,2
36618747,24516739,14
36618747,27442358,1
36618747,30169257,935
36619099,21624683,62
36619099,22429170,206
36619099,23422934,252
36619099,25723161,660
36619099,27313187,21
36619099,28581687,14
36619099,30907455,14
36619637,20483874,124
36619637,30504792,129
36619637,31331575,2
36619637,32813460,121
36623294,26288229,10
36623294,28965363,3
36623294,30517359,2
36623294,30705576,21
36626419,28348186,25
36626419,31446039,77
36626419,34899289,12
36627894,21399647,401
36627894,26824988,135
36627894,26842237,67
36627894,26884818,40
36627894,27094684,35
36627894,27430936,37
36627894,27604488,84
36627894,28289045,37
36627894,30127952,16
36627894,30382159,79
36628058,21078627,187
36628058,32372026,166
36628058,32678530,6671
36628058,32876689,310
36628058,32876694,1486
36628058,32876695,765
36628058,33161150,136
36628058,33676589,141
36628058,34147142,67
36628058,34586459,20
36632173,25643912,18
36632173,29934112,74
36632173,31270640,13
36632173,33195629,1
36632173,36552379,2
36636211,23521361,82
36636211,23858272,128
36636211,25466779,11
36636211,28327484,33
36636211,29061413,9
36636211,31065192,6
36636211,32946495,18
36636413,26324372,315
36636413,33433946,9553
36636413,34031447,14
36636413,34735646,9
36636413,34740861,66
36643019,30118927,25
36643019,30178319,13
36643019,30613071,9
36643019,32211039,12
36644513,27159795,31
36644513,28328635,92
36644513,28587891,12
36644513,28972413,31
36644513,29712532,38
36644513,30235283,54
36644513,30450345,39
36644513,31344672,13
36644513,32253133,359
36644513,32907513,19
36644572,20129874,264
36644572,22009134,39
36644572,24056321,14
36644572,24149046,120
36644572,24317226,57
36644572,24345058,29
36644572,25395873,11
36644572,26017680,96
36644572,27886113,9
36644572,28478668,39
36644572,28501319,41
36644572,30046868,5
36644572,30088764,43
36644572,30166065,349
36644762,22912358,24
36644762,29888076,7
36644762,34012213,12
36644762,34721844,8
36645779,22867278,1062
36645779,27223626,89
36645779,29540463,30
36645779,31732683,82
36655080,24717341,90
36655080,25269649,111
36655080,26223239,257
36655080,28285431,27
36655080,32039726,9
36655084,20040866,78
36655084,25870193,858
36655084,26537847,40
36655084,27784889,35
36655084,28561762,50
36655084,29228000,68
36655084,32436397,33
36659976,20882878,30
36659976,25359262,16
36659976,25600060,13
36659976,26419354,540
36659976,27889835,25
36659976,28011471,130
36659976,33842359,10
36659976,34050356,4
36659976,35134576,6
36660483,28405740,31
36660483,32974801,9
36660694,23000897,8367
36660694,23171096,856
36660694,26756416,87
36660694,29927639,10
36660694,30033447,76
36660694,32709582,20
36660694,35174093,6
36661607,26073974,78
36661607,26315443,2235
36661607,29271270,29
36661607,35206871,7
36661607,35564400,5
