"pmid","seed","c","is_seed"
34779522,24109201,150,TRUE
34779522,25704732,96,TRUE
34780779,22595965,95,TRUE
34780779,23241076,164,TRUE
34780779,22106030,210,TRUE
34780779,25594247,62,TRUE
34780779,24313163,83,TRUE
34781153,34351975,42,TRUE
34781153,33220049,244,TRUE
34781153,32894801,52,TRUE
34781153,34361977,422,TRUE
34781153,33332036,13,TRUE
34781293,29126555,22,TRUE
34781293,32563006,4,TRUE
34781293,26114752,167,TRUE
34781293,30341576,14,TRUE
34781293,30339322,6,TRUE
34783797,26192405,302,TRUE
34783797,23182171,95,TRUE
34783797,25843315,29,TRUE
34783797,24827945,10,TRUE
34783797,24697491,271,TRUE
34785217,23616309,72,TRUE
34785217,29197615,131,TRUE
34785217,29318023,81,TRUE
34785217,31518936,21,TRUE
34785217,32075727,231,TRUE
34786666,20702791,103,TRUE
34786666,29348136,205,TRUE
34786666,30897433,19,TRUE
34786666,23962795,29,TRUE
34786666,24212391,80,TRUE
34791110,25480821,112,TRUE
34791110,32828223,3,TRUE
34791110,31166621,98,TRUE
34791110,29076878,24,TRUE
34791110,24719731,6,TRUE
34791187,29117931,6,TRUE
34791187,26252053,18,TRUE
34791187,27992619,257,TRUE
34791187,30270017,3,TRUE
34791187,32066469,47,TRUE
34794075,28780549,108,TRUE
34794075,31077639,11,TRUE
34794075,32187198,4,TRUE
34794075,29402265,22,TRUE
34794075,20071131,23,TRUE
34797026,22961720,284,TRUE
34797026,29140435,2107,TRUE
34797026,31216576,39,TRUE
34797026,32589682,15,TRUE
34797026,20092977,31,TRUE
34797562,22882776,12,TRUE
34797562,22592676,343,TRUE
34797562,29173283,5,TRUE
34797562,27225017,33,TRUE
34797562,32372474,12,TRUE
34798267,20702747,49,TRUE
34798267,25234339,23,TRUE
34798267,24811610,85,TRUE
34798267,31462531,8538,TRUE
34798267,26568249,49,TRUE
34800254,20667838,38,TRUE
34800254,26232903,33,TRUE
34800254,24225325,51,TRUE
34800254,27371106,38,TRUE
34800254,29901484,24,TRUE
34800281,24788321,50,TRUE
34800281,25268634,42,TRUE
34800281,24282348,84,TRUE
34800281,21671966,67,TRUE
34800281,23698022,15,TRUE
34800394,29020319,39,TRUE
34800394,26266773,242,TRUE
34800394,24498059,55,TRUE
34800394,26459533,19,TRUE
34800394,27842535,12,TRUE
34800445,29133137,55,TRUE
34800445,20171303,6909,TRUE
34800445,31759647,24,TRUE
34800445,30876873,31,TRUE
34800445,29921326,113,TRUE
34800625,31352121,13,TRUE
34800625,21237298,46,TRUE
34800625,24667063,1630,TRUE
34800625,30580820,9,TRUE
34800625,25685815,26,TRUE
34801605,24129886,55,TRUE
34801605,31462531,8538,TRUE
34801605,21806518,87,TRUE
34801605,33588432,9,TRUE
34801605,29422409,422,TRUE
34801606,33815166,25,TRUE
34801606,33809939,15,TRUE
34801606,34271460,133,TRUE
34801606,33419411,19,TRUE
34801606,33391373,80,TRUE
34802085,33597206,13,TRUE
34802085,24373564,26,TRUE
34802085,21077727,8,TRUE
34802085,29243035,81,TRUE
34802085,21899592,31,TRUE
34806328,32042673,5,TRUE
34806328,32245668,30,TRUE
34806328,28935345,32,TRUE
34806328,32190360,21,TRUE
34806328,26693156,13,TRUE
34808366,32588466,5,TRUE
34808366,20863871,27,TRUE
34808366,24199159,170,TRUE
34808366,20158370,149,TRUE
34808366,29873667,32,TRUE
34808376,26053945,144,TRUE
34808376,26935577,31,TRUE
34808376,26062083,904,TRUE
34808376,22658127,9060,TRUE
34808376,28844499,627,TRUE
34810143,30593075,17,TRUE
34810143,26851310,66,TRUE
34810143,31382816,45,TRUE
34810143,29937104,9,TRUE
34810143,30107953,29,TRUE
34810209,24651653,32,TRUE
34810209,22592847,118,TRUE
34810209,31226890,6,TRUE
34810209,30170450,16,TRUE
34810209,24840647,4380,TRUE
34811779,20488559,28,TRUE
34811779,31105596,61,TRUE
34811779,22693046,120,TRUE
34811779,33197709,30,TRUE
34811779,22449646,248,TRUE
34812189,29454343,27,TRUE
34812189,26398744,43,TRUE
34812189,21477979,118,TRUE
34812189,29345013,6,TRUE
34812189,28029308,473,TRUE
34812912,26115366,414,TRUE
34812912,32856164,13,TRUE
34812912,33774441,20,TRUE
34812912,26579733,4021,TRUE
34812912,32500316,27,TRUE
34813662,24082911,38,TRUE
34813662,32990249,3,TRUE
34813662,28497473,101,TRUE
34813662,27733354,7277,TRUE
34813662,25432061,111,TRUE
34815120,31055165,253,TRUE
34815120,23680130,343,TRUE
34815120,19995895,14,TRUE
34815120,28602607,17,TRUE
34815120,32288915,39,TRUE
34815223,23586884,25,TRUE
34815223,32250414,46,TRUE
34815223,28841890,223,TRUE
34815223,21597128,16,TRUE
34815223,25201345,61,TRUE
34816462,31173413,8,TRUE
34816462,33478326,3,TRUE
34816462,22483488,37,TRUE
34816462,28833992,13,TRUE
34816462,24805948,37,TRUE
34816511,29682545,47,TRUE
34816511,28664082,15,TRUE
34816511,27350983,5,TRUE
34816511,23162576,32,TRUE
34816511,28360966,79,TRUE
34816541,32212579,2,TRUE
34816541,30845307,1,TRUE
34816541,29188215,5,TRUE
34816541,27349390,9,TRUE
34816541,29305683,9,TRUE
34817647,31338710,9,TRUE
34817647,26643296,53,TRUE
34817647,32829324,7,TRUE
34817647,29502228,19,TRUE
34817647,26392333,58,TRUE
34818229,22465088,34,TRUE
34818229,29150468,99,TRUE
34818229,23809142,165,TRUE
34818229,23224509,66,TRUE
34818229,23281653,158,TRUE
34820879,32213540,169,TRUE
34820879,23610105,460,TRUE
34820879,30425522,27,TRUE
34820879,28498781,133,TRUE
34820879,32183953,9,TRUE
34820916,29569767,30,TRUE
34820916,22507062,39,TRUE
34820916,23377045,34,TRUE
34820916,31890309,20,TRUE
34820916,22151432,46,TRUE
34821032,29456616,9,TRUE
34821032,22387886,20,TRUE
34821032,31236716,232,TRUE
34821032,32181516,124,TRUE
34821032,30632855,6,TRUE
34822877,27086047,24,TRUE
34822877,32642956,15,TRUE
34822877,21948284,39,TRUE
34822877,24755042,79,TRUE
34822877,25226158,103,TRUE
34822993,26058927,90,TRUE
34822993,21463469,47,TRUE
34822993,29565947,50,TRUE
34822993,31778431,7,TRUE
34822993,26938761,29,TRUE
34823273,25702602,83,TRUE
34823273,31094356,99,TRUE
34823273,29897445,122,TRUE
34823273,25479815,21,TRUE
34823273,29238805,85,TRUE
34825256,32597041,8,TRUE
34825256,20075052,132,TRUE
34825256,21762554,56,TRUE
34825256,28466461,35,TRUE
34825256,21485669,33,TRUE
34825275,27274416,17,TRUE
34825275,26903914,25,TRUE
34825275,33211984,25,TRUE
34825275,29947575,15,TRUE
34825275,28388494,25,TRUE
34826511,28414144,74,TRUE
34826511,24911576,6,TRUE
34826511,29985526,60,TRUE
34826511,22871272,134,TRUE
34826511,21116612,15,TRUE
34837415,23327020,15,TRUE
34837415,29945055,4,TRUE
34837415,31914268,2,TRUE
34837415,30694075,7,TRUE
34837415,30079464,8,TRUE
34837573,30871448,6,TRUE
34837573,29224931,138,TRUE
34837573,26164028,93,TRUE
34837573,22466510,808,TRUE
34837573,23211066,36,TRUE
34839734,31462531,8538,TRUE
34839734,20656903,1860,TRUE
34839734,20671070,47,TRUE
34839734,24991214,37,TRUE
34839734,24345204,27,TRUE
34840038,21825298,87,TRUE
34840038,29659754,20,TRUE
34840038,27451343,19,TRUE
34840038,28094141,65,TRUE
34840038,20815736,127,TRUE
34843177,21968089,25,TRUE
34843177,22485000,13,TRUE
34843177,30086842,13,TRUE
34843177,28237233,9,TRUE
34843177,26846449,7,TRUE
34843841,28317123,86,TRUE
34843841,30527085,24,TRUE
34843841,23102840,101,TRUE
34843841,33538338,34611,TRUE
34843841,24982771,45,TRUE
34846988,27733354,7277,TRUE
34846988,23632345,809,TRUE
34846988,32899584,17,TRUE
34846988,29485074,44,TRUE
34846988,25443863,110,TRUE
34849733,26710965,28,TRUE
34849733,30760607,15,TRUE
34849733,28301962,7,TRUE
34849733,25049424,97,TRUE
34849733,22777541,33,TRUE
34850186,29656805,18,TRUE
34850186,29599017,53,TRUE
34850186,27623005,761,TRUE
34850186,30447791,4,TRUE
34850186,31645771,4,TRUE
34850262,29623583,13,TRUE
34850262,20567141,67,TRUE
34850262,28577884,33,TRUE
34850262,32129898,14,TRUE
34850262,20229506,522,TRUE
34852665,21903016,30,TRUE
34852665,23601215,8,TRUE
34852665,30763935,20,TRUE
34852665,31843491,53,TRUE
34852665,26810517,8,TRUE
34856198,31553833,524,TRUE
34856198,33666900,10,TRUE
34856198,23735746,614,TRUE
34856198,26227148,723,TRUE
34856198,21669366,732,TRUE
34856523,29420989,17,TRUE
34856523,20382680,110,TRUE
34856523,26210370,81,TRUE
34856523,21719612,97,TRUE
34856523,25165700,22,TRUE
34856780,32234451,601,TRUE
34856780,32085846,5093,TRUE
34856780,32053470,1646,TRUE
34856780,33244144,72,TRUE
34856780,33185416,3,TRUE
34859575,26845756,30,TRUE
34859575,25673676,22,TRUE
34859575,28978731,21,TRUE
34859575,22218311,45,TRUE
34859575,29020028,1,TRUE
34860273,21057316,53,TRUE
34860273,23540561,967,TRUE
34860273,25520836,16,TRUE
34860273,23328529,192,TRUE
34860273,21244685,70,TRUE
34862349,33098753,22,TRUE
34862349,32439816,145,TRUE
34862349,33298501,3,TRUE
34862349,32924059,49,TRUE
34862349,33332607,60,TRUE
34862552,29381109,77,TRUE
34862552,31422572,82,TRUE
34862552,30596875,746,TRUE
34862552,31877390,30,TRUE
34862552,23967385,3,TRUE
34862665,29651666,4,TRUE
34862665,28776876,51,TRUE
34862665,32564395,5,TRUE
34862665,30171618,13,TRUE
34862665,29411267,60,TRUE
34862810,30528947,11,TRUE
34862810,26656731,33,TRUE
34862810,22939317,20,TRUE
34862810,21518638,6,TRUE
34862810,24719019,48,TRUE
34863689,28602936,830,TRUE
34863689,26996571,16,TRUE
34863689,32882555,31,TRUE
34863689,28970023,77,TRUE
34863689,33277274,6,TRUE
34863701,32511676,392,TRUE
34863701,33269260,52,TRUE
34863701,32584166,85,TRUE
34863701,33956250,15,TRUE
34863701,34043958,102,TRUE
34864455,24449321,120,TRUE
34864455,30261957,12,TRUE
34864455,27494446,17,TRUE
34864455,26129736,6,TRUE
34864455,25993298,5,TRUE
34864478,21494047,29,TRUE
34864478,25578000,13,TRUE
34864478,27191627,5,TRUE
34864478,28850302,2,TRUE
34864478,23508850,35,TRUE
34866357,26649812,24,TRUE
34866357,26942768,169,TRUE
34866357,26171853,292,TRUE
34866357,19536877,9,TRUE
34866357,24107113,22,TRUE
34870325,28807927,12,TRUE
34870325,32336025,1123,TRUE
34870325,31374303,6,TRUE
34870325,30238243,56,TRUE
34870325,23632597,77,TRUE
34870713,28208978,9,TRUE
34870713,26264829,511,TRUE
34870713,31004796,15,TRUE
34870713,32900985,28,TRUE
34870713,32717257,22,TRUE
34870793,28404132,1365,TRUE
34870793,30215670,37,TRUE
34870793,28039935,28,TRUE
34870793,24636375,118,TRUE
34870793,27601496,41,TRUE
34870802,33121931,4,TRUE
34870802,29609207,75,TRUE
34870802,28513805,729,TRUE
34870802,29368188,81,TRUE
34870802,26549204,98,TRUE
34870943,31560378,1387,TRUE
34870943,32025928,127,TRUE
34870943,29936015,18,TRUE
34870943,29077783,36,TRUE
34870943,25986222,55,TRUE
34871380,26294005,317,TRUE
34871380,24766342,28,TRUE
34871380,28813214,293,TRUE
34871380,28438747,109,TRUE
34871380,20533968,83,TRUE
34871448,28911546,157,TRUE
34871448,27468708,91,TRUE
34871448,24440426,74,TRUE
34871448,19955485,54,TRUE
34871448,26178030,190,TRUE
34871635,29536616,769,TRUE
34871635,30646966,23,TRUE
34871635,31609530,82,TRUE
34871635,31606606,18,TRUE
34871635,29516993,371,TRUE
34871684,30104735,14,TRUE
34871684,31961884,5,TRUE
34871684,33144008,38,TRUE
34871684,28427006,30,TRUE
34871684,32957286,48,TRUE
34872908,20565483,14,TRUE
34872908,20460257,53,TRUE
34872908,27006350,12,TRUE
34872908,22247295,50,TRUE
34872908,29273246,831,TRUE
34874185,27416962,50,TRUE
34874185,28694003,41,TRUE
34874185,30221046,103,TRUE
34874185,33108686,21,TRUE
34874185,26412456,6757,TRUE
34875848,30606273,33,TRUE
34875848,28368184,12,TRUE
34875848,23161326,83,TRUE
34875848,29888528,9,TRUE
34875848,25391357,26,TRUE
34881411,24036485,65,TRUE
34881411,29754576,12,TRUE
34881411,27336592,10,TRUE
34881411,24273308,136,TRUE
34881411,32275199,21,TRUE
34881676,30497279,112,TRUE
34881676,23179969,172,TRUE
34881676,26520161,36,TRUE
34881676,20563296,59,TRUE
34881676,28900771,57,TRUE
34881812,33348252,33,TRUE
34881812,32115310,9,TRUE
34881812,33933884,37,TRUE
34881812,26514204,315,TRUE
34881812,32074506,24,TRUE
34882591,28948335,21,TRUE
34882591,31045736,14,TRUE
34882591,24916420,4,TRUE
34882591,28009772,6,TRUE
34882591,28794797,226,TRUE
34883352,33528524,21,TRUE
34883352,32863271,23,TRUE
34883352,33668021,498,TRUE
34883352,31708783,18,TRUE
34883352,26028407,6114,TRUE
34889212,25982364,21,TRUE
34889212,31461124,25,TRUE
34889212,24322643,9,TRUE
34889212,25219710,10,TRUE
34889212,24164702,37,TRUE
34891121,34435395,20,TRUE
34891121,25943558,120,TRUE
34891121,30127123,28,TRUE
34891121,30453079,22,TRUE
34891121,26814286,18,TRUE
34893366,26546443,31,TRUE
34893366,22526032,37,TRUE
34893366,22733200,94,TRUE
34893366,23754141,32,TRUE
34893366,24357446,86,TRUE
34893558,26030332,36,TRUE
34893558,27114900,47,TRUE
34893558,25495786,118,TRUE
34893558,26130264,98,TRUE
34893558,21761443,63,TRUE
34894530,26039494,57,TRUE
34894530,30396626,33,TRUE
34894530,26300817,69,TRUE
34894530,28027138,20,TRUE
34894530,21897887,1011,TRUE
34894539,30420185,12,TRUE
34894539,33704794,5,TRUE
34894539,33220319,7,TRUE
34894539,25108873,17,TRUE
34894539,32166426,50,TRUE
34895373,28420004,51,TRUE
34895373,30629132,25,TRUE
34895373,24165301,35,TRUE
34895373,25140321,33,TRUE
34895373,30193368,79,TRUE
34895470,31462531,8538,TRUE
34895470,27219496,707,TRUE
34895470,26030634,3677,TRUE
34895470,27299618,420,TRUE
34895470,26868660,521,TRUE
34895715,29283967,10,TRUE
34895715,30389118,2,TRUE
34895715,23529612,106,TRUE
34895715,31919915,7,TRUE
34895715,24851769,20,TRUE
34896416,25404379,22,TRUE
34896416,28965590,33,TRUE
34896416,26021712,113,TRUE
34896416,20628443,38,TRUE
34896416,24776096,57,TRUE
34897469,32894059,8,TRUE
34897469,30157523,7,TRUE
34897469,29727371,17,TRUE
34897469,31066697,160,TRUE
34897469,33591014,15,TRUE
34902111,27021339,28,TRUE
34902111,32659869,9,TRUE
34902111,31888015,6,TRUE
34902111,24508350,36,TRUE
34902111,22674455,9,TRUE
34902819,29769372,18,TRUE
34902819,23434588,638,TRUE
34902819,22896675,2715,TRUE
34902819,24198345,119,TRUE
34902819,31838496,9,TRUE
34903037,24554620,11,TRUE
34903037,23704109,26,TRUE
34903037,27815349,85,TRUE
34903037,32224757,6,TRUE
34903037,29661036,26,TRUE
34904424,33839602,12,TRUE
34904424,28810473,35,TRUE
34904424,28393485,41,TRUE
34904424,32849021,68,TRUE
34904424,29667644,17,TRUE
34904538,32401884,11,TRUE
34904538,24069327,8,TRUE
34904538,32971006,107,TRUE
34904538,21762577,107,TRUE
34904538,27919275,6161,TRUE
34906021,30252499,21,TRUE
34906021,26230475,71,TRUE
34906021,32124185,12,TRUE
34906021,30583549,85,TRUE
34906021,23174013,142,TRUE
34906681,26564215,14,TRUE
34906681,26636016,22,TRUE
34906681,27861604,22,TRUE
34906681,25162974,120,TRUE
34906681,22584619,78,TRUE
34907660,30534946,67,TRUE
34907660,25253960,14,TRUE
34907660,30329032,11,TRUE
34907660,21195796,209,TRUE
34907660,26438714,60,TRUE
34908194,28811539,25,TRUE
34908194,22007046,7703,TRUE
34908194,33471701,11,TRUE
34908194,24238054,99,TRUE
34908194,32267347,7,TRUE
34911284,34379085,52,TRUE
34911284,34085278,48,TRUE
34911284,34597941,61,TRUE
34911284,34283338,25,TRUE
34911284,33887255,107,TRUE
34911404,31207565,20,TRUE
34911404,25729184,32,TRUE
34911404,31217314,4,TRUE
34911404,27607311,22,TRUE
34911404,26922848,8,TRUE
34913143,30726488,18,TRUE
34913143,28369064,25,TRUE
34913143,27123190,22,TRUE
34913143,31489279,214,TRUE
34913143,27809792,13,TRUE
34913530,22453844,30,TRUE
34913530,25708712,12,TRUE
34913530,23375799,24,TRUE
34913530,22609300,67,TRUE
34913530,28627861,37,TRUE
34915031,31536623,23,TRUE
34915031,32122814,29,TRUE
34915031,32051926,16,TRUE
34915031,22226033,168,TRUE
34915031,33373965,63,TRUE
34919204,25525580,210,TRUE
34919204,33866253,30,TRUE
34919204,33170789,89,TRUE
34919204,32105562,393,TRUE
34919204,34871545,752,TRUE
34919375,29172474,51,TRUE
34919375,20684754,532,TRUE
34919375,31214084,5,TRUE
34919375,24699030,41,TRUE
34919375,30483186,16,TRUE
34920148,23698357,64,TRUE
34920148,30398087,9,TRUE
34920148,27520438,12,TRUE
34920148,28285264,77,TRUE
34920148,31819763,20,TRUE
34920399,25554246,12484,TRUE
34920399,24550453,78,TRUE
34920399,31794798,53,TRUE
34920399,31745238,149,TRUE
34920399,20447770,189,TRUE
34921314,28178990,55,TRUE
34921314,30801255,9,TRUE
34921314,23657296,17,TRUE
34921314,31563865,1724,TRUE
34921314,22482843,100,TRUE
34921562,33886164,21,TRUE
34921562,34614327,512,TRUE
34921562,33440895,52,TRUE
34921562,33617777,730,TRUE
34921562,33734623,30,TRUE
34921564,25543324,110,TRUE
34921564,30159794,21,TRUE
34921564,31362720,42,TRUE
34921564,33803595,3,TRUE
34921564,28840493,46,TRUE
34922361,25251252,5,TRUE
34922361,21074503,29,TRUE
34922361,25591949,21,TRUE
34922361,21530087,34,TRUE
34922361,22929546,19,TRUE
34924549,29527528,42,TRUE
34924549,25909234,20,TRUE
34924549,26733111,180,TRUE
34924549,30529648,67,TRUE
34924549,26613131,4,TRUE
34927337,25355456,106,TRUE
34927337,21084784,66,TRUE
34927337,20585013,1254,TRUE
34927337,27444976,113,TRUE
34927337,22981240,29,TRUE
34928183,33781348,2052,TRUE
34928183,21731306,67,TRUE
34928183,24966095,50,TRUE
34928183,32946447,10,TRUE
34928183,29637551,46,TRUE
34929293,27342980,166,TRUE
34929293,22473366,183,TRUE
34929293,32776403,5,TRUE
34929293,29307995,65,TRUE
34929293,20880993,559,TRUE
34929617,28315661,18,TRUE
34929617,23592741,20,TRUE
34929617,28538676,30,TRUE
34929617,22166184,845,TRUE
34929617,30864165,173,TRUE
34929652,21697968,95,TRUE
34929652,29980635,43,TRUE
34929652,28211829,50,TRUE
34929652,30183347,124,TRUE
34929652,28719062,120,TRUE
34931336,20436241,67,TRUE
34931336,29995062,24,TRUE
34931336,31948937,1069,TRUE
34931336,27160280,219,TRUE
34931336,31358458,45,TRUE
34932834,28107348,39,TRUE
34932834,30161242,431,TRUE
34932834,29570120,20,TRUE
34932834,26473167,13,TRUE
34932834,30789892,207,TRUE
34933208,33292502,10,TRUE
34933208,29893603,33,TRUE
34933208,25883169,199,TRUE
34933208,32522734,8,TRUE
34933208,26879746,26,TRUE
34933995,30622033,3,TRUE
34933995,27298570,37,TRUE
34933995,29936359,17,TRUE
34933995,32419226,8,TRUE
34933995,23247580,50,TRUE
34939353,26681783,34,TRUE
34939353,29026420,39,TRUE
34939353,21410934,581,TRUE
34939353,31424531,55,TRUE
34939353,31324560,619,TRUE
34939989,23970644,31,TRUE
34939989,32938240,5,TRUE
34939989,26317368,35,TRUE
34939989,25810908,1290,TRUE
34939989,23717432,112,TRUE
34942315,30871508,21,TRUE
34942315,30905626,22,TRUE
34942315,26382635,84,TRUE
34942315,30790526,162,TRUE
34942315,24713365,42,TRUE
34942539,26445114,93,TRUE
34942539,32046750,12,TRUE
34942539,24956966,640,TRUE
34942539,31123355,1052,TRUE
34942539,26922981,132,TRUE
34951496,27357216,11,TRUE
34951496,32608072,6,TRUE
34951496,29759429,24,TRUE
34951496,24446022,100,TRUE
34951496,22054110,94,TRUE
34951702,24290345,31,TRUE
34951702,26439864,265,TRUE
34951702,34165812,14,TRUE
34951702,26385874,15,TRUE
34951702,33279868,19,TRUE
34952208,28304298,96,TRUE
34952208,33938146,15,TRUE
34952208,32039854,25,TRUE
34952208,21515547,106,TRUE
34952208,30025547,38,TRUE
34953075,32535905,3,TRUE
34953075,30392411,86,TRUE
34953075,33012170,12,TRUE
34953075,30718812,17,TRUE
34953075,32665703,64,TRUE
34953147,33039328,7,TRUE
34953147,30949932,19,TRUE
34953147,22530986,2117,TRUE
34953147,27515938,20,TRUE
34953147,31765431,26,TRUE
34953391,29099069,35,TRUE
34953391,33029705,8,TRUE
34953391,30587505,62,TRUE
34953391,28189938,25,TRUE
34953391,26168104,20,TRUE
34954058,23948102,89,TRUE
34954058,24148857,94,TRUE
34954058,20213715,1366,TRUE
34954058,28379788,74,TRUE
34954058,28059880,18,TRUE
34957513,20107195,34,TRUE
34957513,33129082,9,TRUE
34957513,31504418,3507,TRUE
34957513,29162611,75,TRUE
34957513,25281702,22,TRUE
34957630,32140654,47,TRUE
34957630,23389841,66,TRUE
34957630,26511519,1688,TRUE
34957630,32470849,30,TRUE
34957630,24022476,86,TRUE
34957993,20227641,265,TRUE
34957993,25488399,97,TRUE
34957993,29793002,25,TRUE
34957993,28579012,19,TRUE
34957993,31738226,80,TRUE
34961363,22729461,13,TRUE
34961363,27465225,33,TRUE
34961363,32027539,9,TRUE
34961363,25085653,71,TRUE
34961363,30056085,15,TRUE
34961364,24836052,18,TRUE
34961364,25602249,57,TRUE
34961364,26989064,50,TRUE
34961364,31479136,261,TRUE
34961364,27158271,61,TRUE
34962649,33860716,2,TRUE
34962649,21052833,1367,TRUE
34962649,33041540,54,TRUE
34962649,33456425,66,TRUE
34962649,33391042,18,TRUE
34962693,26372341,13,TRUE
34962693,30486680,36,TRUE
34962693,23516667,15,TRUE
34962693,27125836,298,TRUE
34962693,24122959,24,TRUE
34963586,26957657,31,TRUE
34963586,29534797,4,TRUE
34963586,31978829,31,TRUE
34963586,21238972,8,TRUE
34963586,21888394,33,TRUE
34964195,26545463,14,TRUE
34964195,23225548,76,TRUE
34964195,32488412,6,TRUE
34964195,31464708,13,TRUE
34964195,23821207,87,TRUE
34965317,22013195,46,TRUE
34965317,32247714,62,TRUE
34965317,24508516,29,TRUE
34965317,29924423,30,TRUE
34965317,33161333,17,TRUE
34967011,20103328,35,TRUE
34967011,30183701,8,TRUE
34967011,29308831,6,TRUE
34967011,30600230,2,TRUE
34967011,33142075,3,TRUE
34968529,20151085,5,TRUE
34968529,23840583,15,TRUE
34968529,28820707,21,TRUE
34968529,22398631,42,TRUE
34968529,20109051,136,TRUE
34969067,24239505,660,TRUE
34969067,27919275,6161,TRUE
34969067,29850608,11,TRUE
34969067,30184019,7,TRUE
34969067,31148191,64,TRUE
34969940,23175672,30,TRUE
34969940,24026779,402,TRUE
34969940,32397738,65,TRUE
34969940,31733140,1299,TRUE
34969940,27283230,310,TRUE
34970913,30270832,4,TRUE
34970913,21237321,13,TRUE
34970913,29020314,250,TRUE
34970913,24217040,4,TRUE
34970913,23473396,445,TRUE
34971701,31377984,7,TRUE
34971701,23447617,120,TRUE
34971701,25209592,89,TRUE
34971701,31594227,3,TRUE
34971701,26707190,53,TRUE
34978950,24328815,15,TRUE
34978950,20524806,61,TRUE
34978950,21029194,37,TRUE
34978950,30817975,20,TRUE
34978950,21793694,56,TRUE
34979034,30911329,12,TRUE
34979034,24767783,100,TRUE
34979034,29700707,20,TRUE
34979034,20675840,79,TRUE
34979034,30614277,2,TRUE
34979380,31230145,8,TRUE
34979380,22981049,13,TRUE
34979380,31920743,22,TRUE
34979380,32110026,238,TRUE
34979380,28446210,5,TRUE
34980679,21612470,578,TRUE
34980679,22177735,70,TRUE
34980679,33259665,10,TRUE
34980679,28286903,18,TRUE
34980679,21282295,28,TRUE
34981332,25803792,189,TRUE
34981332,26936901,25,TRUE
34981332,28849729,16,TRUE
34981332,25925407,31,TRUE
34981332,19907428,21,TRUE
34981458,24771944,93,TRUE
34981458,32547490,11,TRUE
34981458,28802706,38,TRUE
34981458,20829343,66,TRUE
34981458,31318420,132,TRUE
34981463,29465844,1,TRUE
34981463,28942045,20,TRUE
34981463,29331236,115,TRUE
34981463,26627731,91,TRUE
34981463,27672731,9,TRUE
34981540,29935660,41,TRUE
34981540,25557241,12,TRUE
34981540,23411475,21,TRUE
34981540,28888353,31,TRUE
34981540,26044869,6,TRUE
34983006,29631328,22,TRUE
34983006,33385632,4,TRUE
34983006,25555855,7037,TRUE
34983006,25046738,33,TRUE
34983006,27917000,30,TRUE
34984775,28538597,10,TRUE
34984775,22938833,22,TRUE
34984775,23989749,1,TRUE
34984775,24176423,22,TRUE
34984775,30218179,10,TRUE
34984803,23836475,11,TRUE
34984803,32054088,13,TRUE
34984803,24309558,12,TRUE
34984803,26416438,10,TRUE
34984803,19844709,23,TRUE
34985766,29396355,9,TRUE
34985766,20889627,6,TRUE
34985766,30767765,19,TRUE
34985766,29414552,9,TRUE
34985766,30764816,296,TRUE
34985782,28706165,2,TRUE
34985782,20100819,2,TRUE
34985782,26409128,4,TRUE
34985782,25010324,49,TRUE
34985782,30173018,31,TRUE
34986373,24074484,46,TRUE
34986373,22008217,19839,TRUE
34986373,26301771,113,TRUE
34986373,27474961,14,TRUE
34986373,30045066,29,TRUE
34987170,25879548,14,TRUE
34987170,30670009,148,TRUE
34987170,26542246,14,TRUE
34987170,33039206,497,TRUE
34987170,20864272,13,TRUE
34989423,22549576,17,TRUE
34989423,28673466,18,TRUE
34989423,21532043,16,TRUE
34989423,33497991,4,TRUE
34989423,33611852,10,TRUE
34990391,29669617,18,TRUE
34990391,25823633,196,TRUE
34990391,33344401,32,TRUE
34990391,31663492,11,TRUE
34990391,32430370,1,TRUE
34990911,27658732,25,TRUE
34990911,28057352,24,TRUE
34990911,21756314,10,TRUE
34990911,23868149,3,TRUE
34990911,26903007,40,TRUE
34990939,25561516,315,TRUE
34990939,29677944,17,TRUE
34990939,29272474,59,TRUE
34990939,32602593,35,TRUE
34990939,31408024,9,TRUE
34991058,30862462,14,TRUE
34991058,31125298,162,TRUE
34991058,30535109,14,TRUE
34991058,25803346,334,TRUE
34991058,29037013,18,TRUE
34992100,26337040,6,TRUE
34992100,29462175,18,TRUE
34992100,27676141,28,TRUE
34992100,28796770,3,TRUE
34992100,23510311,24,TRUE
34995378,31108000,40,TRUE
34995378,20207658,38,TRUE
34995378,26700929,72,TRUE
34995378,25707675,14,TRUE
34995378,25395578,75,TRUE
34996090,28544593,90,TRUE
34996090,21078493,38,TRUE
34996090,26407840,7,TRUE
34996090,22553077,2825,TRUE
34996090,20179169,43,TRUE
34996122,29298893,37,TRUE
34996122,21039001,7,TRUE
34996122,33453277,6,TRUE
34996122,23207285,23,TRUE
34996122,20303869,328,TRUE
34996687,33060797,18,TRUE
34996687,32020431,20,TRUE
34996687,26374088,41,TRUE
34996687,24629162,74,TRUE
34996687,24682656,22,TRUE
34996789,26721747,59,TRUE
34996789,20688472,2109,TRUE
34996789,25554246,12484,TRUE
34996789,29744965,74,TRUE
34996789,29122618,24,TRUE
34997759,22822237,127,TRUE
34997759,33927114,3,TRUE
34997759,31314974,180,TRUE
34997759,23636255,153,TRUE
34997759,25734864,222,TRUE
34997794,34170561,47,TRUE
34997794,32858233,22,TRUE
34997794,34085542,21,TRUE
34997794,34284028,17,TRUE
34997794,27698064,10,TRUE
34998836,29857549,386,TRUE
34998836,30680664,14,TRUE
