"pmid","seed","c","is_seed"
35533784,32663535,20,TRUE
35533784,25249491,50,TRUE
35533784,22112779,103,TRUE
35533814,30326612,164,TRUE
35533814,26124387,29,TRUE
35533814,30940113,20,TRUE
35533814,29863955,2279,TRUE
35533814,31566307,926,TRUE
35534309,34308406,90,TRUE
35534309,20056186,339,TRUE
35534309,33547453,556,TRUE
35534309,33070804,177,TRUE
35534309,33406762,62,TRUE
35535511,31315732,2,TRUE
35535511,24635773,1583,TRUE
35535511,23732173,121,TRUE
35535511,21702945,98,TRUE
35535511,35181556,2,TRUE
35536641,33789826,1707,TRUE
35536641,23496678,48,TRUE
35536641,32802594,11,TRUE
35536641,27867508,28,TRUE
35536641,26849410,50,TRUE
35536685,29564480,9,TRUE
35536685,24327237,24,TRUE
35536685,24384783,155,TRUE
35536685,29666902,17,TRUE
35536685,27795544,32,TRUE
35537236,33755344,315,TRUE
35537236,33998551,24,TRUE
35537236,34816972,19,TRUE
35537236,33556127,113,TRUE
35537236,32912598,205,TRUE
35538060,34251417,167,TRUE
35538060,34990445,107,TRUE
35538060,34411758,39,TRUE
35538060,34705115,31,TRUE
35538060,34261297,7,TRUE
35538710,27748414,10,TRUE
35538710,30955365,16,TRUE
35538710,29195670,60,TRUE
35538710,33795214,8,TRUE
35538710,32001553,163,TRUE
35540709,27682601,2,TRUE
35540709,28027867,28,TRUE
35540709,24373799,74,TRUE
35540709,26579279,12,TRUE
35540709,22818137,98,TRUE
35540721,32418446,748,TRUE
35540721,32410760,1477,TRUE
35540721,32463092,255,TRUE
35540721,33538539,124,TRUE
35540721,32818434,442,TRUE
35546042,27354907,59,TRUE
35546042,31434140,7,TRUE
35546042,31900221,25,TRUE
35546042,32712681,12,TRUE
35546042,31948296,28,TRUE
35546443,24690948,15,TRUE
35546443,30298385,13,TRUE
35546443,30334445,3,TRUE
35546443,24308545,39,TRUE
35546443,32093404,8,TRUE
35547228,29059214,29,TRUE
35547228,23302257,201,TRUE
35547228,24300018,319,TRUE
35547228,25478954,20,TRUE
35547228,26688531,42,TRUE
35547551,31744582,10,TRUE
35547551,23597724,50,TRUE
35547551,22704284,226,TRUE
35547551,24787696,26,TRUE
35547551,21926665,17,TRUE
35548558,27660868,41,TRUE
35548558,27128581,8,TRUE
35548558,21285136,14,TRUE
35548558,33266487,9,TRUE
35548558,20859673,26,TRUE
35549938,32569419,88,TRUE
35549938,32359148,32,TRUE
35549938,32071063,356,TRUE
35549938,28487774,11,TRUE
35549938,33060186,29,TRUE
35551079,30739633,19,TRUE
35551079,22035243,404,TRUE
35551079,29651267,14,TRUE
35551079,31219881,36,TRUE
35551079,32394576,108,TRUE
35551433,32630619,9,TRUE
35551433,31188465,4,TRUE
35551433,28323791,20,TRUE
35551433,33789826,1707,TRUE
35551433,27356115,404,TRUE
35551563,31080437,21,TRUE
35551563,26754852,179,TRUE
35551563,28189417,45,TRUE
35551563,32759285,64,TRUE
35551563,30827784,245,TRUE
35552171,24035379,46,TRUE
35552171,33308918,10,TRUE
35552171,29559768,16,TRUE
35552171,29447735,75,TRUE
35552171,30792496,225,TRUE
35553670,21463149,462,TRUE
35553670,26951827,3,TRUE
35553670,22423056,84,TRUE
35553670,31092091,117,TRUE
35553670,20733102,221,TRUE
35558092,28220318,16,TRUE
35558092,31937282,18,TRUE
35558092,22480803,378,TRUE
35558092,33371735,5,TRUE
35558092,28475433,22,TRUE
35558385,30617667,8,TRUE
35558385,29420178,1084,TRUE
35558385,27062240,12,TRUE
35558385,25447346,78,TRUE
35558385,28912182,84,TRUE
35558895,21961757,17,TRUE
35558895,32711218,22,TRUE
35558895,27882868,17,TRUE
35558895,30975236,11,TRUE
35558895,28601062,7,TRUE
35559383,33398468,7,TRUE
35559383,33353235,19,TRUE
35559383,22905242,134,TRUE
35559383,33468232,98,TRUE
35559383,28420415,22,TRUE
35561128,22638712,48,TRUE
35561128,20959963,84,TRUE
35561128,31429532,19,TRUE
35561128,24696777,26,TRUE
35561128,33629326,11,TRUE
35561590,33670277,20,TRUE
35561590,26076737,26,TRUE
35561590,24062274,67,TRUE
35561590,29234302,29,TRUE
35561590,28475502,170,TRUE
35561892,22559755,638,TRUE
35561892,32551113,11,TRUE
35561892,30442221,17,TRUE
35561892,26863351,390,TRUE
35561892,29622512,7,TRUE
35562000,31601357,11,TRUE
35562000,32238262,9,TRUE
35562000,25968599,26,TRUE
35562000,27716063,15,TRUE
35562000,29946690,192,TRUE
35562045,32542750,60,TRUE
35562045,32492251,157,TRUE
35562045,32382743,110,TRUE
35562045,35364023,7,TRUE
35562045,32790510,134,TRUE
35562756,21402176,1599,TRUE
35562756,33591367,80,TRUE
35562756,28713052,9,TRUE
35562756,31464916,43,TRUE
35562756,32169731,19,TRUE
35562885,33658952,35,TRUE
35562885,22254115,265,TRUE
35562885,31460832,1570,TRUE
35562885,29731182,222,TRUE
35562885,31563280,53,TRUE
35564511,29156378,35,TRUE
35564511,24452767,83,TRUE
35564511,30587422,8,TRUE
35564511,32211225,8,TRUE
35564511,22696362,172,TRUE
35564751,24482672,54,TRUE
35564751,26159634,367,TRUE
35564751,32175040,2,TRUE
35564751,34092066,3,TRUE
35564751,34394989,4,TRUE
35564758,34802192,5,TRUE
35564758,32928199,8,TRUE
35564758,20444069,64,TRUE
35564758,31484513,8,TRUE
35564758,33782057,17486,TRUE
35565168,31640650,65,TRUE
35565168,30203464,22,TRUE
35565168,30551342,26,TRUE
35565168,27412428,42,TRUE
35565168,30814391,12,TRUE
35566414,32766519,8,TRUE
35566414,20478452,53,TRUE
35566414,22244638,49,TRUE
35566414,28214018,65,TRUE
35566414,20307747,165,TRUE
35566645,30281666,13,TRUE
35566645,20015584,2373,TRUE
35566645,26538407,36,TRUE
35566645,31507307,30,TRUE
35566645,23130665,92,TRUE
35567416,31184261,26,TRUE
35567416,26469923,13,TRUE
35567416,20632906,16,TRUE
35567416,24549987,49,TRUE
35567416,33111981,6,TRUE
35568587,25567119,16,TRUE
35568587,30962094,8,TRUE
35568587,23764540,4,TRUE
35568587,21150279,30,TRUE
35568587,32256231,136,TRUE
35568927,26209145,92,TRUE
35568927,29318172,97,TRUE
35568927,23048042,192,TRUE
35568927,24815055,35,TRUE
35568927,25219671,72,TRUE
35569006,28845523,43,TRUE
35569006,33200955,25,TRUE
35569006,33232536,9,TRUE
35569006,32936233,13,TRUE
35569006,32573461,9,TRUE
35569580,33984535,6,TRUE
35569580,26698018,182,TRUE
35569580,32848563,14,TRUE
35569580,21791169,104,TRUE
35569580,29190329,21,TRUE
35571114,31420812,28,TRUE
35571114,24932442,17,TRUE
35571114,24646612,31,TRUE
35571114,31603721,21,TRUE
35571114,28873284,38,TRUE
35571182,32882390,48,TRUE
35571182,21873419,2550,TRUE
35571182,26320110,4026,TRUE
35571182,26227148,723,TRUE
35571182,26062084,1025,TRUE
35575986,33784699,8,TRUE
35575986,34510338,16,TRUE
35575986,33951156,57,TRUE
35575986,33103720,70,TRUE
35575986,34115612,8,TRUE
35576617,30191279,22,TRUE
35576617,25028112,36,TRUE
35576617,26207555,26,TRUE
35576617,30688814,17,TRUE
35576617,26335660,53,TRUE
35577551,20305533,20,TRUE
35577551,29486963,10,TRUE
35577551,31933967,2,TRUE
35577551,29157617,37,TRUE
35577551,30222603,17,TRUE
35578357,23121850,1,TRUE
35578357,25554246,12484,TRUE
35578357,33681120,33,TRUE
35578357,22032300,82,TRUE
35578357,30359223,13,TRUE
35578558,25846534,154,TRUE
35578558,29482804,28,TRUE
35578558,23992533,146,TRUE
35578558,28652922,20,TRUE
35578558,22583560,86,TRUE
35579841,27247890,26,TRUE
35579841,24769692,718,TRUE
35579841,26107623,37,TRUE
35579841,25959832,15,TRUE
35579841,20872242,28,TRUE
35580370,34350641,15,TRUE
35580370,25748562,77,TRUE
35580370,29714034,63,TRUE
35580370,29241357,318,TRUE
35580370,33127382,15,TRUE
35581170,25266811,43,TRUE
35581170,27154424,45,TRUE
35581170,29136622,10,TRUE
35581170,20506379,40,TRUE
35581170,23644955,375,TRUE
35581490,21730225,70,TRUE
35581490,23408983,33,TRUE
35581490,22768646,35,TRUE
35581490,31075131,25,TRUE
35581490,32259648,7,TRUE
35584288,22522218,44,TRUE
35584288,25881773,33,TRUE
35584288,33261520,6,TRUE
35584288,28843965,50,TRUE
35584288,24919015,97,TRUE
35585652,21940972,520,TRUE
35585652,21088683,2034,TRUE
35585652,34016443,28,TRUE
35585652,26431941,121,TRUE
35585652,19579016,210,TRUE
35585851,30835787,144,TRUE
35585851,21495790,35,TRUE
35585851,30700182,7,TRUE
35585851,25620408,6,TRUE
35585851,25582803,27,TRUE
35586627,34872881,8,TRUE
35586627,34767759,94,TRUE
35586627,34634986,57,TRUE
35586627,34236381,117,TRUE
35586627,34951152,15,TRUE
35588032,28442213,74,TRUE
35588032,31962272,22,TRUE
35588032,32971247,19,TRUE
35588032,32436098,21,TRUE
35588032,29695880,19,TRUE
35588397,23764075,74,TRUE
35588397,33457251,33,TRUE
35588397,25228095,16,TRUE
35588397,26283092,112,TRUE
35588397,31721272,6,TRUE
35588942,28125693,38,TRUE
35588942,20388036,62,TRUE
35588942,21267059,300,TRUE
35588942,25197676,668,TRUE
35588942,30032978,130,TRUE
35589049,27718137,232,TRUE
35589049,30829698,254,TRUE
35589049,30524613,8,TRUE
35589049,26352529,418,TRUE
35589049,21934308,129,TRUE
35589135,24827930,250,TRUE
35589135,20927549,41,TRUE
35589135,24106936,912,TRUE
35589135,23754649,49,TRUE
35589135,21345060,259,TRUE
35589334,29189568,34,TRUE
35589334,20554319,1641,TRUE
35589334,23669121,27,TRUE
35589334,31623894,389,TRUE
35589334,31462531,8538,TRUE
35589606,30556701,7,TRUE
35589606,20876101,234,TRUE
35589606,26546784,25,TRUE
35589606,29407523,121,TRUE
35589606,28083720,42,TRUE
35590413,31513097,3,TRUE
35590413,25034082,7,TRUE
35590413,22278929,11,TRUE
35590413,34683052,12,TRUE
35590413,24512353,12,TRUE
35592534,25658570,1,TRUE
35592534,21606708,12,TRUE
35592534,30871944,1496,TRUE
35592534,22030154,10,TRUE
35592534,24261578,15,TRUE
35592876,27541947,18,TRUE
35592876,29637172,51,TRUE
35592876,32302425,22,TRUE
35592876,22004316,20,TRUE
35592876,33096768,6,TRUE
35594944,22337470,33,TRUE
35594944,31144450,17,TRUE
35594944,31004724,103,TRUE
35594944,25322869,31,TRUE
35594944,31462531,8538,TRUE
35596913,28577231,23,TRUE
35596913,24256846,119,TRUE
35596913,28068938,60,TRUE
35596913,33884508,3,TRUE
35596913,21242773,51,TRUE
35597121,27101251,211,TRUE
35597121,27011048,57,TRUE
35597121,34048947,110,TRUE
35597121,25555855,7037,TRUE
35597121,33839365,41,TRUE
35598829,33651317,9,TRUE
35598829,25447971,42,TRUE
35598829,26321494,23,TRUE
35598829,28784262,12,TRUE
35598829,33523367,67,TRUE
35599499,27412389,223,TRUE
35599499,22693110,131,TRUE
35599499,29478836,78,TRUE
35599499,28592904,812,TRUE
35599499,23957375,26,TRUE
35599929,29653941,143,TRUE
35599929,22493548,74,TRUE
35599929,25381724,93,TRUE
35599929,20575599,16,TRUE
35599929,25623658,117,TRUE
35601944,22664947,4,TRUE
35601944,29619319,7,TRUE
35601944,23662222,8,TRUE
35601944,32315366,9,TRUE
35601944,19481488,5,TRUE
35601980,33212138,8,TRUE
35601980,30629476,22,TRUE
35601980,23722705,144,TRUE
35601980,34288556,3,TRUE
35601980,22862563,11,TRUE
35602148,33428966,15,TRUE
35602148,35719740,20,TRUE
35602148,25475835,54,TRUE
35602148,27311337,59,TRUE
35602148,34189017,16,TRUE
35602465,20956050,78,TRUE
35602465,20740388,3,TRUE
35602465,29700122,120,TRUE
35602465,32522702,9,TRUE
35602465,33220351,1,TRUE
35603296,33738986,14,TRUE
35603296,26107881,378,TRUE
35603296,32979556,9,TRUE
35603296,31110912,19,TRUE
35603296,25905597,36,TRUE
35603310,28187125,157,TRUE
35603310,28593121,49,TRUE
35603310,31403944,42,TRUE
35603310,20890449,492,TRUE
35603310,32231280,134,TRUE
35604534,32791393,6,TRUE
35604534,30134447,7,TRUE
35604534,33567135,7,TRUE
35604534,28750022,14,TRUE
35604534,31049280,8,TRUE
35604881,34704305,32,TRUE
35604881,32773869,51,TRUE
35604881,33518867,26,TRUE
35604881,32624037,44,TRUE
35604881,32793014,59,TRUE
35605764,23900834,87,TRUE
35605764,29077503,7,TRUE
35605764,29869300,112,TRUE
35605764,21170524,15,TRUE
35605764,31456970,4,TRUE
35605963,29332218,6,TRUE
35605963,22108083,13,TRUE
35605963,22048560,20,TRUE
35605963,24793592,29,TRUE
35605963,27223099,31,TRUE
35606843,33951357,629,TRUE
35606843,34437519,205,TRUE
35606843,34838183,46,TRUE
35606843,34849500,71,TRUE
35606843,34437521,191,TRUE
35607277,22645423,34,TRUE
35607277,28823682,37,TRUE
35607277,31237913,31,TRUE
35607277,31392100,7,TRUE
35607277,24498404,68,TRUE
35607814,33851718,1,TRUE
35607814,34162512,4,TRUE
35607814,21514249,6053,TRUE
35607814,31156366,74,TRUE
35607814,23657927,199,TRUE
35607893,29025702,14,TRUE
35607893,25767764,14,TRUE
35607893,31838596,12,TRUE
35607893,24080530,89,TRUE
35607893,22925469,125,TRUE
35608815,30315999,75,TRUE
35608815,27379021,209,TRUE
35608815,32270891,50,TRUE
35608815,21316442,65,TRUE
35608815,31952571,95,TRUE
35609495,34678411,287,TRUE
35609495,34089064,51,TRUE
35609495,31236638,26,TRUE
35609495,28315672,17,TRUE
35609495,33522881,72,TRUE
35609641,27423083,7,TRUE
35609641,28343597,62,TRUE
35609641,25223771,466,TRUE
35609641,27376569,31,TRUE
35609641,22968232,263,TRUE
35609847,31127755,30,TRUE
35609847,32358661,14,TRUE
35609847,30727022,13,TRUE
35609847,26831629,173,TRUE
35609847,33597586,34,TRUE
35611627,32823796,19,TRUE
35611627,34072342,48,TRUE
35611627,34756080,24,TRUE
35611627,34619049,23,TRUE
35611627,35134942,5,TRUE
35612373,33434620,146,TRUE
35612373,30453660,49,TRUE
35612373,30772848,20,TRUE
35612373,23696823,220,TRUE
35612373,30618733,43,TRUE
35612401,35158095,7,TRUE
35612401,35128374,6,TRUE
35612401,35150911,8,TRUE
35612401,35136896,5,TRUE
35612401,35000003,102,TRUE
35612409,23956236,63,TRUE
35612409,28743664,27,TRUE
35612409,24786136,80,TRUE
35612409,24893967,30,TRUE
35612409,21631591,33,TRUE
35612544,32432155,31,TRUE
35612544,28890916,6,TRUE
35612544,24078822,34,TRUE
35612544,27042901,342,TRUE
35612544,27658912,8,TRUE
35612676,29098467,24,TRUE
35612676,24168522,57,TRUE
35612676,29254414,18,TRUE
35612676,31578889,22,TRUE
35612676,34416347,6,TRUE
35612829,34159393,1,TRUE
35612829,31511479,5,TRUE
35612829,27096097,30,TRUE
35612829,29383039,20,TRUE
35612829,26928461,196,TRUE
35612976,28704792,181,TRUE
35612976,28124466,195,TRUE
35612976,26286890,27,TRUE
35612976,31981007,45,TRUE
35612976,33070213,82,TRUE
35615205,23135536,133,TRUE
35615205,31435829,5,TRUE
35615205,22669082,183,TRUE
35615205,34316593,4,TRUE
35615205,18963256,104,TRUE
35616233,21037102,34,TRUE
35616233,27287854,45,TRUE
35616233,20007702,67,TRUE
35616233,28600798,48,TRUE
35616233,28928733,12,TRUE
35616501,28983434,212,TRUE
35616501,22754044,81,TRUE
35616501,32291275,27,TRUE
35616501,19910503,1058,TRUE
35616501,28456416,379,TRUE
35616703,21088686,193,TRUE
35616703,33963878,15,TRUE
35616703,23150352,25,TRUE
35616703,30612768,62,TRUE
35616703,26527282,22,TRUE
35617375,34190574,22,TRUE
35617375,34050945,11,TRUE
35617375,34021827,6,TRUE
35617375,22007046,7703,TRUE
35617375,33727026,28,TRUE
35617887,32973492,21,TRUE
35617887,20520593,33,TRUE
35617887,33637204,14,TRUE
35617887,22439874,59,TRUE
35617887,27547766,164,TRUE
35618103,28195211,18,TRUE
35618103,33904876,1,TRUE
35618103,20967710,44,TRUE
35618103,30194950,26,TRUE
35618103,33309175,2862,TRUE
35619067,33457636,31,TRUE
35619067,22754291,88,TRUE
35619067,27736625,98,TRUE
35619067,32753031,5,TRUE
35619067,33743511,9,TRUE
35621359,34112206,28,TRUE
35621359,31691775,10,TRUE
35621359,23421987,874,TRUE
35621359,26467295,192,TRUE
35621359,23723694,330,TRUE
35621687,20652370,10029,TRUE
35621687,35050402,4,TRUE
35621687,28190762,338,TRUE
35621687,33538338,34611,TRUE
35621687,35462008,8,TRUE
35622555,24778662,30,TRUE
35622555,26892406,63,TRUE
35622555,20227832,232,TRUE
35622555,27377706,57,TRUE
35622555,31541518,30,TRUE
35622699,25545929,19,TRUE
35622699,31372189,82,TRUE
35622699,29608589,27,TRUE
35622699,31837312,11,TRUE
35622699,31924254,2,TRUE
35623153,27545611,107,TRUE
35623153,32679402,13,TRUE
35623153,29189427,37,TRUE
35623153,21784880,3718,TRUE
35623153,26733462,17,TRUE
35623448,27059041,14,TRUE
35623448,28265249,832,TRUE
35623448,25914789,259,TRUE
35623448,26061377,885,TRUE
35623448,22495126,43,TRUE
35623881,26038421,15,TRUE
35623881,30962102,31,TRUE
35623881,31462531,8538,TRUE
35623881,19682843,10,TRUE
35623881,20629109,16,TRUE
35624025,34183278,9,TRUE
35624025,32977198,26,TRUE
35624025,32446771,14,TRUE
35624025,24317250,53,TRUE
35624025,33051763,14,TRUE
35625097,23938212,7,TRUE
35625097,24548230,12,TRUE
35625097,31014715,13,TRUE
35625097,24560366,11,TRUE
35625097,22361850,5,TRUE
35625271,31098630,9,TRUE
35625271,30732617,6,TRUE
35625271,31504584,4,TRUE
35625271,29032500,23,TRUE
35625271,26426664,3,TRUE
35626058,26916611,38,TRUE
35626058,24944134,66,TRUE
35626058,28319589,47,TRUE
35626058,34194398,13,TRUE
35626058,34489536,11,TRUE
35627508,27027010,4,TRUE
35627508,31989888,1,TRUE
35627508,22007046,7703,TRUE
35627508,33298549,15,TRUE
35627508,32604794,14,TRUE
35627724,32975507,13,TRUE
35627724,24375997,13,TRUE
35627724,25114578,14,TRUE
35627724,26755665,30,TRUE
35627724,29468528,10,TRUE
35629016,25025423,1,TRUE
35629016,30342614,41,TRUE
35629016,33486991,4,TRUE
35629016,25015388,31,TRUE
35629016,30844033,9,TRUE
35629156,25759947,43,TRUE
35629156,26903452,9,TRUE
35629156,33522953,29,TRUE
35629156,31462531,8538,TRUE
35629156,27940452,27,TRUE
35630037,26711693,36,TRUE
35630037,31184959,24,TRUE
35630037,21391798,208,TRUE
35630037,24105612,420,TRUE
35630037,24259774,25,TRUE
35631460,32701969,15,TRUE
35631460,32593867,169,TRUE
35631460,31050015,2,TRUE
35631460,23238197,9,TRUE
35631460,32525093,19,TRUE
35632424,33958324,132,TRUE
35632424,34977602,93,TRUE
35632424,33710296,75,TRUE
35632424,34880128,19,TRUE
35632424,31413005,374,TRUE
35632525,31580932,20,TRUE
35632525,31241790,32,TRUE
35632525,29481760,3,TRUE
35632525,22386744,35,TRUE
35632525,31818061,1,TRUE
35632736,33340798,46,TRUE
35632736,25122212,150,TRUE
35632736,33985614,19,TRUE
35632736,23203570,6,TRUE
35632736,34002089,2199,TRUE
35633527,22206016,58,TRUE
35633527,30975137,14,TRUE
35633527,32411897,13,TRUE
35633527,22072123,28,TRUE
35633527,21127030,171,TRUE
35633749,28529660,17,TRUE
35633749,24432066,7,TRUE
35633749,24114248,11,TRUE
35633749,31695811,4,TRUE
35633749,27052742,18,TRUE
35634841,23155413,107,TRUE
35634841,24693398,14,TRUE
35634841,20364336,26,TRUE
35634841,26925651,11,TRUE
35634841,19921444,24,TRUE
35635744,30855993,8,TRUE
35635744,23032675,680,TRUE
35635744,31169736,269,TRUE
35635744,22833051,208,TRUE
35635744,28857755,11,TRUE
35636050,23402232,104,TRUE
35636050,27330520,10110,TRUE
35636050,32314315,12,TRUE
35636050,24837298,31,TRUE
35636050,23651733,47,TRUE
35636659,19700380,63,TRUE
35636659,27859649,7,TRUE
35636659,34033944,29,TRUE
35636659,27006092,16,TRUE
35636659,34352888,8,TRUE
35637108,23487340,51,TRUE
35637108,22673486,21,TRUE
35637108,26913766,67,TRUE
35637108,31462531,8538,TRUE
35637108,32248639,3,TRUE
35637440,32505071,1,TRUE
35637440,29456821,22,TRUE
35637440,33525681,20,TRUE
35637440,26763551,122,TRUE
35637440,20176265,858,TRUE
35639118,32112714,6664,TRUE
35639118,29403398,28,TRUE
35639118,28816501,42,TRUE
35639118,33604174,15,TRUE
35639118,26348815,37,TRUE
35639496,27178404,9,TRUE
35639496,32599306,6,TRUE
35639496,26993388,28,TRUE
35639496,31850976,13,TRUE
35639496,21283981,110,TRUE
35639671,34629583,35,TRUE
35639671,25133656,28,TRUE
35639671,28025750,27,TRUE
35639671,31291003,14,TRUE
35639671,31132927,19,TRUE
35640017,22895584,85,TRUE
35640017,24231138,53,TRUE
35640017,21127299,234,TRUE
35640017,29022571,272,TRUE
35640017,21849776,56,TRUE
35640064,23099143,200,TRUE
35640064,26429757,25,TRUE
35640064,31492648,314,TRUE
35640064,30121897,13,TRUE
35640064,28114773,16,TRUE
35641792,25726810,9,TRUE
35641792,25163948,16,TRUE
35641792,25337974,15,TRUE
35641792,21915544,214,TRUE
35641792,25877694,66,TRUE
35641913,33517681,33,TRUE
35641913,30104798,23,TRUE
35641913,27116181,162,TRUE
35641913,23922064,250,TRUE
35641913,27864167,57,TRUE
35642331,26198750,12,TRUE
35642331,24590433,14,TRUE
35642331,20123358,16,TRUE
35642331,22056404,46,TRUE
35642331,29706503,14,TRUE
35642456,23192792,103,TRUE
35642456,28507015,124,TRUE
35642456,22161649,41,TRUE
35642456,23641259,602,TRUE
35642456,29224976,19,TRUE
35643115,25671189,11,TRUE
35643115,30001171,58,TRUE
35643115,25268516,307,TRUE
35643115,20870757,156,TRUE
35643115,28746224,12,TRUE
35644219,23133604,41,TRUE
35644219,31693848,2,TRUE
35644219,21160127,54,TRUE
35644219,27578048,37,TRUE
35644219,27951747,49,TRUE
35644881,27637701,3,TRUE
35644881,27590368,15,TRUE
35644881,24932761,24,TRUE
35644881,26576402,7,TRUE
35644881,32144555,28,TRUE
35645625,30186620,45,TRUE
35645625,28777170,20,TRUE
35645625,33499944,62,TRUE
35645625,27022463,28,TRUE
35645625,22473770,73,TRUE
35646389,23544366,7,TRUE
35646389,31992999,30,TRUE
35646389,31012798,2,TRUE
35646389,30303935,9,TRUE
35646389,31509061,17,TRUE
35647880,20820058,38,TRUE
35647880,21119022,177,TRUE
35647880,30161137,29,TRUE
35647880,33312307,24,TRUE
35647880,31182429,100,TRUE
35648350,28427843,28,TRUE
35648350,30612302,16,TRUE
35648350,20810165,124,TRUE
35648350,34128169,9,TRUE
35648350,30448749,57,TRUE
35648415,28877410,16,TRUE
35648415,23291636,112,TRUE
35648415,21261758,264,TRUE
35648415,23623506,27,TRUE
35648415,22534451,143,TRUE
35648773,22585718,25,TRUE
35648773,26725910,26,TRUE
35648773,29582736,11,TRUE
35648773,31837187,17,TRUE
35648773,31899127,4,TRUE
35649501,25848599,15,TRUE
35649501,28639262,373,TRUE
35649501,31047370,103,TRUE
35649501,31528847,4,TRUE
35649501,31255426,10,TRUE
35650127,27986877,806,TRUE
35650127,32949966,12,TRUE
35650127,33391172,20,TRUE
35650127,33321430,12,TRUE
35650127,33515934,39,TRUE
35650261,27126626,27,TRUE
35650261,26721500,18,TRUE
35650261,20171303,6909,TRUE
35650261,30456502,49,TRUE
35650261,31922258,32,TRUE
35652822,28300483,13,TRUE
35652822,20423545,24,TRUE
35652822,31773993,5,TRUE
35652822,22305468,58,TRUE
35652822,31374447,122,TRUE
35653386,33167449,3,TRUE
35653386,31030201,121,TRUE
35653386,26391733,9,TRUE
35653386,34199903,4,TRUE
35653386,25896978,21,TRUE
35653952,26743482,36,TRUE
35653952,20299246,53,TRUE
35653952,26364869,31,TRUE
35653952,25142766,27,TRUE
35653952,29796195,2,TRUE
35654981,30461451,70,TRUE
35654981,32638050,9,TRUE
35654981,32143775,7,TRUE
35654981,26563287,105,TRUE
35654981,30935031,60,TRUE
35655266,25777347,122,TRUE
35655266,26711966,50,TRUE
35655266,28111334,17,TRUE
35655266,20130565,182,TRUE
35655266,24576956,36,TRUE
35656387,27801954,54,TRUE
35656387,32210101,16,TRUE
35656387,34663458,17,TRUE
35656387,34454115,2,TRUE
35656387,32856980,23,TRUE
35657484,27174034,10,TRUE
35657484,30648304,2,TRUE
35657484,23315293,30,TRUE
35657484,30128638,12,TRUE
35657484,29883236,7,TRUE
35658652,22323300,101,TRUE
35658652,26124618,21,TRUE
35658652,25632321,13,TRUE
35658652,25183103,27,TRUE
35658652,33986812,5,TRUE
35659086,22527034,60,TRUE
35659086,32949542,114,TRUE
35659086,34006218,25,TRUE
35659086,25339181,63,TRUE
35659086,29392600,121,TRUE
35659429,24227264,28,TRUE
35659429,31463865,7,TRUE
35659429,30574296,88,TRUE
35659429,34690455,1,TRUE
35659429,23441057,103,TRUE
35659485,30691204,15,TRUE
35659485,32756508,9,TRUE
35659485,22809132,709,TRUE
35659485,31943705,133,TRUE
35659485,29791033,134,TRUE
35659487,25714506,33,TRUE
35659487,27709600,30,TRUE
35659487,27669017,14,TRUE
35659487,33518466,8,TRUE
35659487,21245655,51,TRUE
35659993,25659527,231,TRUE
35659993,32203904,23,TRUE
35659993,23110881,17,TRUE
35659993,20338687,114,TRUE
35659993,31579847,56,TRUE
35660536,29933529,6,TRUE
35660536,31987536,7,TRUE
35660536,28031953,5,TRUE
35660536,31908163,624,TRUE
35660536,32309424,11,TRUE
35661765,30705687,85,TRUE
35661765,29858436,108,TRUE
35661765,29966389,180,TRUE
35661765,31799714,34,TRUE
35661765,31204416,41,TRUE
35662564,23884466,139,TRUE
35662564,26848186,25,TRUE
35662564,30998996,12,TRUE
35662564,27521820,21,TRUE
35662564,25173340,2634,TRUE
35663367,32167524,4926,TRUE
35663367,34099523,52,TRUE
35663367,24814383,787,TRUE
35663367,28553094,15,TRUE
35663367,33178046,30,TRUE
35663468,33553566,5,TRUE
35663468,33115680,58,TRUE
35663468,33152761,48,TRUE
35663468,30833735,434,TRUE
35663468,27525287,105,TRUE
35664117,22126827,9,TRUE
35664117,21056605,198,TRUE
35664117,21414997,28,TRUE
35664117,30128767,40,TRUE
35664117,29065545,15,TRUE
35666359,34016486,8,TRUE
35666359,26083672,21,TRUE
35666359,22280879,42,TRUE
35666359,31776338,37,TRUE
35666359,30559248,56,TRUE
35667776,32730119,6,TRUE
35667776,30667099,5,TRUE
35667776,26297875,81,TRUE
35667776,34590137,13,TRUE
35667776,29603797,13,TRUE
35667984,31633818,17,TRUE
35667984,29451964,11,TRUE
35667984,30213120,8,TRUE
35667984,21520120,17,TRUE
35667984,32504208,6,TRUE
35668711,28074277,5,TRUE
35668711,24274058,34,TRUE
35668711,21556991,14,TRUE
35668711,30863804,12,TRUE
35668711,22008217,19839,TRUE
35669067,28894517,40,TRUE
35669067,34666025,8,TRUE
35669067,29441049,105,TRUE
35669067,32885440,41,TRUE
35669067,27076897,54,TRUE
35669202,25387001,444,TRUE
35669202,31536575,69,TRUE
35669202,30946602,5,TRUE
35669202,23963340,16,TRUE
35669202,23273107,75,TRUE
35669931,26477282,14,TRUE
35669931,30867932,6,TRUE
35669931,25467624,23,TRUE
35669931,33782057,17486,TRUE
35669931,25785452,59,TRUE
35670283,30565215,14,TRUE
35670283,21721534,22,TRUE
35670283,32580580,4,TRUE
35670283,25711357,23,TRUE
35670283,22186748,11,TRUE
35671817,26426011,68,TRUE
35671817,34500399,101,TRUE
35671817,26810664,193,TRUE
35671817,29172041,453,TRUE
35671817,32031491,26,TRUE
35672205,25694474,117,TRUE
